Date,DTWEXBGS
2006/1/2,101.4155
2006/1/3,100.7558
2006/1/4,100.2288
2006/1/5,100.2992
2006/1/6,100.0241
2006/1/9,100.1794
2006/1/10,100.1436
2006/1/11,99.871
2006/1/12,100.0643
2006/1/13,99.9675
2006/1/16,99.9715
2006/1/17,100.2447
2006/1/18,100.4085
2006/1/19,100.1862
2006/1/20,99.9017
2006/1/23,99.3783
2006/1/24,99.3434
2006/1/25,99.348
2006/1/26,99.4798
2006/1/27,99.6433
2006/1/30,99.7144
2006/1/31,99.4311
2006/2/1,99.6132
2006/2/2,99.7916
2006/2/3,100.118
2006/2/6,100.1372
2006/2/7,100.1759
2006/2/8,100.4879
2006/2/9,100.2117
2006/2/10,100.322
2006/2/13,100.3955
2006/2/14,100.3987
2006/2/15,100.4489
2006/2/16,100.5183
2006/2/17,100.3404
2006/2/20,100.3447
2006/2/21,100.2346
2006/2/22,100.3879
2006/2/23,100.1956
2006/2/24,100.2594
2006/2/27,100.0724
2006/2/28,99.7695
2006/3/1,99.8355
2006/3/2,99.5969
2006/3/3,99.7024
2006/3/6,99.9834
2006/3/7,100.564
2006/3/8,100.8565
2006/3/9,100.7718
2006/3/10,100.9566
2006/3/13,100.8563
2006/3/14,100.312
2006/3/15,100.2121
2006/3/16,99.9049
2006/3/17,99.8614
2006/3/20,100.0491
2006/3/21,100.4716
2006/3/22,100.496
2006/3/23,100.8256
2006/3/24,100.7773
2006/3/27,100.8359
2006/3/28,100.7995
2006/3/29,101.0474
2006/3/30,100.5698
2006/3/31,100.56
2006/4/3,100.6204
2006/4/4,100.1319
2006/4/5,100.0792
2006/4/6,100.1578
2006/4/7,100.4187
2006/4/10,100.4091
2006/4/11,100.2903
2006/4/12,100.3589
2006/4/13,100.4759
2006/4/14,100.4697
2006/4/17,99.8719
2006/4/18,99.6747
2006/4/19,99.3467
2006/4/20,99.4974
2006/4/21,99.4345
2006/4/24,99.117
2006/4/25,98.9687
2006/4/26,98.8907
2006/4/27,98.5149
2006/4/28,98.1412
2006/5/1,97.9085
2006/5/2,97.6571
2006/5/3,97.5572
2006/5/4,97.4878
2006/5/5,97.2585
2006/5/8,97.1945
2006/5/9,96.9578
2006/5/10,96.6391
2006/5/11,96.5383
2006/5/12,96.8788
2006/5/15,97.3588
2006/5/16,97.1959
2006/5/17,97.4725
2006/5/18,97.7033
2006/5/19,97.933
2006/5/22,97.9377
2006/5/23,97.7045
2006/5/24,98.3936
2006/5/25,97.8423
2006/5/26,97.8995
2006/5/29,97.8936
2006/5/30,97.588
2006/5/31,97.7705
2006/6/1,97.7726
2006/6/2,97.5544
2006/6/5,97.3681
2006/6/6,98.1449
2006/6/7,98.1641
2006/6/8,98.9313
2006/6/9,98.5471
2006/6/12,98.5494
2006/6/13,98.9201
2006/6/14,98.8338
2006/6/15,98.8846
2006/6/16,98.9127
2006/6/19,99.145
2006/6/20,99.0117
2006/6/21,98.5544
2006/6/22,99.0856
2006/6/23,99.4216
2006/6/26,99.3634
2006/6/27,99.219
2006/6/28,99.392
2006/6/29,99.2158
2006/6/30,98.2483
2006/7/3,98.0371
2006/7/4,98.0221
2006/7/5,98.308
2006/7/6,98.138
2006/7/7,97.7508
2006/7/10,97.9813
2006/7/11,98.2132
2006/7/12,98.5202
2006/7/13,98.5583
2006/7/14,98.6814
2006/7/17,99.0767
2006/7/18,99.1341
2006/7/19,98.9262
2006/7/20,98.6014
2006/7/21,98.5221
2006/7/24,98.7795
2006/7/25,98.9388
2006/7/26,98.742
2006/7/27,98.2283
2006/7/28,98.0539
2006/7/31,97.9996
2006/8/1,98.1715
2006/8/2,97.9432
2006/8/3,98.0694
2006/8/4,97.6005
2006/8/7,97.5088
2006/8/8,97.6524
2006/8/9,97.4402
2006/8/10,97.8887
2006/8/11,97.7863
2006/8/14,97.9677
2006/8/15,97.8043
2006/8/16,97.3894
2006/8/17,97.3486
2006/8/18,97.7577
2006/8/21,97.3856
2006/8/22,97.6079
2006/8/23,97.5731
2006/8/24,97.7939
2006/8/25,97.8827
2006/8/28,97.8467
2006/8/29,97.7748
2006/8/30,97.5792
2006/8/31,97.644
2006/9/1,97.5084
2006/9/4,97.4981
2006/9/5,97.4392
2006/9/6,97.6087
2006/9/7,97.8108
2006/9/8,98.2119
2006/9/11,98.3845
2006/9/12,98.2781
2006/9/13,98.1775
2006/9/14,98.0088
2006/9/15,98.2104
2006/9/18,98.1332
2006/9/19,98.1703
2006/9/20,98.1556
2006/9/21,97.9458
2006/9/22,97.8667
2006/9/25,97.9909
2006/9/26,98.0555
2006/9/27,98.0107
2006/9/28,98.0381
2006/9/29,98.1054
2006/10/2,97.9247
2006/10/3,98.1267
2006/10/4,98.3682
2006/10/5,98.2776
2006/10/6,98.5619
2006/10/9,98.5702
2006/10/10,98.9125
2006/10/11,98.9146
2006/10/12,98.831
2006/10/13,98.8002
